ID Поездки;ID Водителя;ID Автомобиля;"Дата и время
начала поездки";Длина поездки, км
1946;32;38;02.08.2023 13:47;54,6
1947;48;38;02.08.2023 15:30;51,2
1948;11;11;02.08.2023 15:54;24,1
1949;10;5;02.08.2023 16:52;32,6
1950;43;32;02.08.2023 17:02;14,4
1951;1;5;02.08.2023 17:20;18,5
1952;33;39;02.08.2023 23:46;46,3
1953;18;19;03.08.2023 3:14;19,2
1954;16;33;03.08.2023 3:59;51,8
1955;6;32;03.08.2023 6:12;58,2
1956;11;7;03.08.2023 11:29;6,2
1957;24;16;03.08.2023 13:06;35,3
1958;24;16;03.08.2023 19:52;3,6
1959;24;16;03.08.2023 20:27;29,1
1960;31;26;03.08.2023 20:53;42,1
1961;18;19;03.08.2023 21:02;33,9
1962;33;4;03.08.2023 21:32;7,5
1963;26;9;03.08.2023 21:37;21,6
1964;59;2;03.08.2023 22:46;58,6
1965;34;32;04.08.2023 0:13;35,6
1966;6;6;04.08.2023 2:09;25,4
1967;52;4;04.08.2023 2:28;41,8
1968;9;20;04.08.2023 2:49;33,3
1969;54;11;04.08.2023 3:17;37,5
1970;35;12;04.08.2023 3:37;44,6
1971;11;15;04.08.2023 4:20;49,4
1972;11;40;04.08.2023 5:45;22,3
1973;18;41;04.08.2023 6:51;1,9
1974;63;28;04.08.2023 7:23;40,4
1975;60;13;04.08.2023 9:37;9,7
1976;4;6;04.08.2023 13:23;37,3
1977;22;1;04.08.2023 15:24;45,8
1978;36;6;04.08.2023 16:51;37,3
1979;9;30;04.08.2023 21:06;31,5
1980;17;6;05.08.2023 2:03;23,8
1981;63;22;05.08.2023 2:49;21,8
1982;25;26;05.08.2023 7:47;3,9
1983;17;6;05.08.2023 8:16;10,0
1984;18;38;05.08.2023 8:50;34,4
1985;17;6;05.08.2023 10:04;39,4
1986;8;7;05.08.2023 10:32;27,9
1987;59;2;05.08.2023 11:19;31,1
1988;24;16;05.08.2023 12:19;26,2
1989;35;36;05.08.2023 12:48;12,5
1990;27;17;05.08.2023 13:20;39,3
1991;17;6;05.08.2023 14:26;49,2
1992;30;36;05.08.2023 15:21;29,3
1993;6;6;05.08.2023 15:39;13,0
1994;53;14;05.08.2023 15:51;31,1
1995;50;17;05.08.2023 16:41;28,3
1996;28;35;05.08.2023 19:11;50,4
1997;53;19;05.08.2023 19:24;42,0
1998;55;20;05.08.2023 20:01;22,2
1999;5;24;05.08.2023 21:50;24,9
2000;58;4;05.08.2023 22:16;22,9
2001;52;39;05.08.2023 22:18;51,4
2002;30;34;05.08.2023 23:20;27,6
2003;1;3;05.08.2023 23:35;3,1
2004;58;39;05.08.2023 23:49;10,9
2005;29;32;06.08.2023 0:50;12,6
2006;27;17;06.08.2023 1:31;56,4
2007;3;32;06.08.2023 3:08;40,8
2008;42;1;06.08.2023 3:36;37,5
2009;37;35;06.08.2023 6:27;43,9
2010;45;20;06.08.2023 7:41;21,9
2011;7;1;06.08.2023 8:36;26,1
2012;10;34;06.08.2023 11:03;41,3
2013;37;35;06.08.2023 13:01;39,4
2014;23;8;06.08.2023 14:06;39,6
2015;20;10;06.08.2023 15:31;21,2
2016;29;32;06.08.2023 15:41;12,6
2017;61;17;06.08.2023 16:52;6,4
2018;28;35;06.08.2023 20:04;39,8
2019;47;20;06.08.2023 20:15;38,9
2020;5;34;06.08.2023 20:37;36,1
2021;38;35;06.08.2023 20:40;38,9
2022;40;37;06.08.2023 22:11;22,0
2023;56;38;07.08.2023 1:28;8,2
2024;35;24;07.08.2023 7:38;54,9
2025;10;36;07.08.2023 9:23;8,2
2026;56;21;07.08.2023 9:49;21,5
2027;3;6;07.08.2023 9:55;24,6
2028;36;6;07.08.2023 10:03;15,2
2029;50;9;07.08.2023 12:09;43,7
2030;49;30;07.08.2023 14:55;43,3
2031;46;14;07.08.2023 15:26;30,5
2032;51;15;07.08.2023 15:44;51,5
2033;29;6;07.08.2023 17:46;36,8
2034;7;42;07.08.2023 18:38;7,5
2035;2;12;07.08.2023 20:58;42,5
2036;24;1;07.08.2023 23:08;15,6
2037;52;9;07.08.2023 23:53;37,4
2038;27;39;08.08.2023 4:06;22,2
2039;7;1;08.08.2023 5:21;8,3
2040;20;41;08.08.2023 5:29;8,1
2041;50;39;08.08.2023 7:03;29,2
2042;52;39;08.08.2023 12:09;29,4
2043;40;11;08.08.2023 12:57;35,2
2044;5;36;08.08.2023 13:49;21,5
2045;31;13;08.08.2023 15:44;43,1
2046;11;8;08.08.2023 16:03;9,4
2047;20;19;08.08.2023 17:56;40,9
2048;19;18;08.08.2023 19:03;6,1
2049;1;36;08.08.2023 19:26;39,9
2050;27;2;09.08.2023 0:35;57,7
2051;23;7;09.08.2023 0:41;34,3
2052;55;31;09.08.2023 0:50;31,4
2053;54;15;09.08.2023 1:12;15,1
2054;12;30;09.08.2023 1:31;12,8
2055;54;33;09.08.2023 1:34;42,5
2056;23;40;09.08.2023 2:31;56,2
2057;21;40;09.08.2023 2:46;10,0
2058;34;6;09.08.2023 3:24;20,8
2059;63;28;09.08.2023 5:59;28,3
2060;10;5;09.08.2023 6:21;20,4
2061;6;6;09.08.2023 8:51;39,2
2062;41;11;09.08.2023 10:23;21,8
2063;13;2;09.08.2023 10:36;46,4
2064;54;15;09.08.2023 12:05;25,4
2065;12;20;09.08.2023 14:33;10,3
2066;31;13;09.08.2023 16:36;24,5
2067;53;14;09.08.2023 19:04;13,6
2068;38;41;09.08.2023 19:22;6,0
2069;22;1;09.08.2023 20:27;1,8
2070;9;30;09.08.2023 21:52;51,5
2071;23;33;10.08.2023 2:05;7,6
2072;29;6;10.08.2023 2:28;8,2
2073;55;30;10.08.2023 7:26;16,9
2074;14;10;10.08.2023 8:22;43,8
2075;28;21;10.08.2023 9:21;18,4
2076;52;17;10.08.2023 9:24;11,5
2077;4;6;10.08.2023 10:28;26,1
2078;46;41;10.08.2023 14:58;24,9
2079;14;35;10.08.2023 17:24;40,6
2080;26;2;10.08.2023 18:24;14,4
2081;33;17;10.08.2023 21:56;23,3
2082;50;39;10.08.2023 23:34;17,7
2083;19;18;11.08.2023 0:43;38,6
2084;39;37;11.08.2023 0:44;56,1
2085;45;30;11.08.2023 2:03;44,3
2086;9;20;11.08.2023 2:11;34,9
2087;63;23;11.08.2023 5:48;10,3
2088;45;31;11.08.2023 6:43;46,0
2089;10;24;11.08.2023 7:12;36,0
2090;11;37;11.08.2023 7:19;54,4
2091;26;4;11.08.2023 7:44;15,2
2092;40;40;11.08.2023 9:01;11,5
2093;48;35;11.08.2023 9:41;11,7
2094;34;6;11.08.2023 10:59;24,8
2095;30;24;11.08.2023 13:43;29,2
2096;56;38;11.08.2023 14:05;33,2
2097;50;4;11.08.2023 14:37;31,6
2098;40;40;11.08.2023 15:32;24,8
2099;55;20;11.08.2023 15:55;57,5
2100;27;39;11.08.2023 17:24;22,5
2101;21;33;11.08.2023 17:28;59,1
2102;8;8;11.08.2023 19:33;49,4
2103;40;40;11.08.2023 21:09;23,9
2104;48;14;12.08.2023 1:56;29,5
2105;9;27;12.08.2023 3:13;59,4
2106;15;10;12.08.2023 4:50;22,8
2107;31;23;12.08.2023 5:43;33,2
2108;43;6;12.08.2023 5:54;16,7
2109;17;6;12.08.2023 6:06;53,1
2110;4;32;12.08.2023 6:30;24,1
2111;34;6;12.08.2023 7:01;48,9
2112;25;23;12.08.2023 9:56;55,6
2113;5;12;12.08.2023 10:52;27,1
2114;1;12;12.08.2023 11:39;16,6
2115;1;18;12.08.2023 16:04;13,5
2116;20;21;12.08.2023 16:54;9,7
2117;53;19;12.08.2023 17:39;5,6
2118;49;20;12.08.2023 19:18;37,7
2119;62;41;12.08.2023 19:43;38,8
2120;49;29;12.08.2023 20:06;16,3
2121;19;24;12.08.2023 20:38;1,8
2122;39;8;12.08.2023 21:07;47,3
2123;49;29;12.08.2023 22:06;32,7
2124;53;38;13.08.2023 1:07;53,5
2125;27;9;13.08.2023 1:52;3,3
2126;38;35;13.08.2023 2:16;52,6
2127;25;23;13.08.2023 2:18;43,8
2128;57;18;13.08.2023 4:41;1,8
2129;22;16;13.08.2023 6:55;22,7
2130;39;15;13.08.2023 10:34;5,9
2131;7;1;13.08.2023 11:08;53,7
2132;24;16;13.08.2023 12:13;31,4
2133;30;12;13.08.2023 14:58;52,0
2134;48;41;13.08.2023 17:28;59,9
2135;42;1;13.08.2023 18:19;21,6
2136;16;37;13.08.2023 21:37;6,4
2137;16;33;13.08.2023 22:50;37,3
2138;14;19;14.08.2023 0:32;43,0
2139;59;2;14.08.2023 3:46;56,8
2140;35;12;14.08.2023 3:49;56,0
2141;25;13;14.08.2023 4:25;1,9
2142;60;26;14.08.2023 4:47;18,2
2143;22;1;14.08.2023 5:31;46,9
2144;25;22;14.08.2023 5:35;10,0
2145;39;7;14.08.2023 6:03;17,3
2146;3;6;14.08.2023 9:24;41,5
2147;63;23;14.08.2023 9:36;11,7
2148;1;36;14.08.2023 11:46;26,7
2149;59;4;14.08.2023 12:31;20,0
2150;32;35;14.08.2023 12:33;13,1
2151;17;6;14.08.2023 12:41;27,4
2152;46;41;14.08.2023 14:47;30,7
2153;15;14;14.08.2023 15:23;48,1
2154;23;37;14.08.2023 15:35;46,3
2155;44;6;14.08.2023 17:05;23,2
2156;38;19;14.08.2023 17:59;18,2
2157;35;5;14.08.2023 18:17;41,3
2158;19;34;14.08.2023 19:40;44,0
2159;21;33;14.08.2023 19:56;46,5
2160;48;41;14.08.2023 20:08;50,2
2161;58;39;15.08.2023 0:36;6,3
2162;21;37;15.08.2023 1:16;2,7
2163;24;1;15.08.2023 3:29;48,0
2164;18;38;15.08.2023 4:12;51,8
2165;50;9;15.08.2023 4:30;33,4
2166;18;21;15.08.2023 5:26;58,8
2167;27;39;15.08.2023 6:01;20,1
2168;53;19;15.08.2023 8:40;19,6
2169;10;24;15.08.2023 8:44;4,2
2170;10;12;15.08.2023 9:48;17,1
2171;35;12;15.08.2023 15:37;46,7
2172;20;10;15.08.2023 17:34;54,1
2173;11;40;15.08.2023 18:03;26,4
2174;38;14;15.08.2023 18:31;52,5
2175;21;8;15.08.2023 19:03;19,1
2176;34;32;15.08.2023 19:50;8,2
2177;39;7;15.08.2023 19:57;7,6
2178;17;32;15.08.2023 20:04;17,3
2179;20;38;15.08.2023 20:38;55,7
2180;42;1;15.08.2023 20:40;21,8
2181;32;10;15.08.2023 20:42;26,8
2182;31;22;16.08.2023 0:48;22,8
2183;43;6;16.08.2023 1:02;8,7
2184;34;6;16.08.2023 1:54;47,4
2185;45;20;16.08.2023 6:13;28,4
2186;50;2;16.08.2023 7:29;22,4
2187;19;3;16.08.2023 8:12;9,0
2188;14;41;16.08.2023 9:29;30,5
2189;30;3;16.08.2023 9:52;54,6
2190;24;1;16.08.2023 10:24;48,9
2191;36;6;16.08.2023 11:44;26,1
2192;62;21;16.08.2023 12:05;51,2
2193;37;10;16.08.2023 12:14;38,3
2194;21;37;16.08.2023 12:29;57,2
2195;28;14;16.08.2023 15:59;58,0
2196;52;39;16.08.2023 16:33;54,6
2197;1;34;16.08.2023 22:29;56,5
2198;14;21;16.08.2023 23:02;37,3
2199;52;17;17.08.2023 4:58;45,2
2200;25;28;17.08.2023 7:29;32,0
2201;11;15;17.08.2023 8:18;58,3
2202;49;29;17.08.2023 8:40;16,6
2203;63;23;17.08.2023 9:06;4,4
2204;30;34;17.08.2023 11:35;12,7
2205;5;18;17.08.2023 12:39;2,2
2206;43;32;17.08.2023 13:05;11,2
2207;14;10;17.08.2023 13:15;36,8
2208;10;24;17.08.2023 13:55;10,7
2209;58;39;17.08.2023 15:21;55,8
2210;55;31;17.08.2023 15:47;17,0
2211;40;37;17.08.2023 16:31;54,2
2212;19;24;17.08.2023 17:22;54,8
2213;5;24;17.08.2023 17:31;2,9
2214;42;25;17.08.2023 21:12;29,2
2215;25;22;17.08.2023 22:57;37,1
2216;24;42;18.08.2023 0:15;52,8
2217;51;33;18.08.2023 4:35;54,4
2218;19;34;18.08.2023 8:31;11,2
2219;9;20;18.08.2023 10:23;4,3
2220;15;10;18.08.2023 12:50;9,3
2221;55;29;18.08.2023 14:28;27,5
2222;49;20;18.08.2023 15:50;18,1
2223;4;6;18.08.2023 16:17;23,1
2224;16;7;18.08.2023 17:10;46,7
2225;20;38;18.08.2023 18:00;4,3
2226;6;32;18.08.2023 20:33;26,3
2227;50;39;18.08.2023 22:03;32,6
2228;42;16;18.08.2023 22:41;13,2
2229;27;9;18.08.2023 22:51;56,0
2230;46;41;18.08.2023 23:18;19,7
2231;53;19;19.08.2023 0:08;8,5
2232;2;12;19.08.2023 0:19;31,6
2233;53;19;19.08.2023 1:25;34,9
2234;22;25;19.08.2023 2:41;56,0
2235;53;10;19.08.2023 3:31;33,0
2236;7;1;19.08.2023 4:48;34,3
2237;20;38;19.08.2023 6:41;2,5
2238;38;35;19.08.2023 6:51;57,1
2239;34;32;19.08.2023 7:20;54,7
2240;28;38;19.08.2023 7:28;17,9
2241;25;13;19.08.2023 7:30;38,3
2242;36;32;19.08.2023 7:34;37,3
2243;44;6;19.08.2023 8:09;4,0
2244;62;35;19.08.2023 13:11;30,0
2245;7;16;19.08.2023 13:39;12,6
2246;25;13;19.08.2023 13:44;8,4
2247;52;9;19.08.2023 14:11;28,4
2248;11;8;19.08.2023 14:19;18,3
2249;15;35;19.08.2023 14:59;54,1
2250;4;6;19.08.2023 16:53;58,1
2251;33;39;19.08.2023 17:35;45,1
2252;52;9;19.08.2023 17:50;39,5
2253;6;6;19.08.2023 17:52;11,0
2254;25;13;19.08.2023 17:57;42,2
2255;4;6;19.08.2023 18:14;42,7
2256;38;14;19.08.2023 20:27;30,9
2257;59;9;19.08.2023 21:18;5,9
2258;16;40;19.08.2023 21:31;41,5
2259;28;14;19.08.2023 21:55;54,3
2260;54;8;19.08.2023 23:34;31,5
2261;62;14;20.08.2023 1:53;43,4
2262;3;6;20.08.2023 2:30;24,1
2263;57;18;20.08.2023 2:57;47,3
2264;34;32;20.08.2023 3:16;45,0
2265;18;35;20.08.2023 3:32;49,5
2266;63;26;20.08.2023 4:02;39,7
2267;27;17;20.08.2023 4:57;47,3
2268;35;5;20.08.2023 5:55;55,7
2269;13;39;20.08.2023 8:02;32,8
2270;3;32;20.08.2023 8:58;51,4
2271;42;42;20.08.2023 9:55;3,8
2272;14;38;20.08.2023 11:56;46,0
2273;42;16;20.08.2023 14:56;37,6
2274;19;5;20.08.2023 15:51;45,4
2275;45;30;20.08.2023 16:10;27,6
2276;19;18;20.08.2023 19:00;37,4
2277;52;2;20.08.2023 21:37;55,8
2278;26;17;20.08.2023 21:55;35,2
2279;26;4;20.08.2023 23:19;7,7
2280;2;12;20.08.2023 23:44;14,7
2281;3;6;20.08.2023 23:58;39,4
2282;38;14;21.08.2023 1:37;58,0
2283;37;10;21.08.2023 2:04;26,4
2284;26;9;21.08.2023 5:21;56,6
2285;45;29;21.08.2023 7:12;14,4
2286;20;38;21.08.2023 8:27;13,8
2287;51;7;21.08.2023 8:28;35,6
2288;48;10;21.08.2023 8:49;15,6
2289;35;12;21.08.2023 9:28;7,6
2290;41;37;21.08.2023 11:46;41,3
2291;43;32;21.08.2023 12:19;13,1
2292;8;7;21.08.2023 14:16;4,1
2293;53;21;21.08.2023 14:42;56,3
2294;16;15;21.08.2023 16:52;21,3
2295;58;17;21.08.2023 17:28;33,7
2296;46;35;21.08.2023 20:15;9,9
2297;18;21;21.08.2023 20:30;18,8
2298;6;32;21.08.2023 21:59;50,0
2299;52;2;21.08.2023 22:34;26,4
2300;8;15;21.08.2023 22:49;18,3
2301;33;39;22.08.2023 0:08;41,2
2302;48;21;22.08.2023 1:05;6,3
2303;3;6;22.08.2023 2:38;38,0
2304;1;24;22.08.2023 6:49;4,1
2305;22;42;22.08.2023 10:00;30,5
2306;4;6;22.08.2023 11:12;14,5
2307;54;40;22.08.2023 15:00;54,0
2308;4;6;22.08.2023 15:09;53,1
2309;25;13;22.08.2023 15:12;28,0
2310;28;41;22.08.2023 16:27;29,7
2311;18;41;23.08.2023 1:29;12,1
2312;12;20;23.08.2023 6:06;14,6
2313;22;25;23.08.2023 6:30;53,0
2314;34;6;23.08.2023 6:37;31,3
2315;46;19;23.08.2023 6:51;37,3
2316;3;6;23.08.2023 7:29;5,5
2317;25;22;23.08.2023 7:58;23,5
2318;13;17;23.08.2023 9:27;52,0
2319;29;6;23.08.2023 10:54;24,0
2320;16;37;23.08.2023 10:58;26,5
2321;5;36;23.08.2023 11:21;13,7
2322;28;41;23.08.2023 12:24;13,7
2323;49;31;23.08.2023 14:12;34,5
2324;53;35;23.08.2023 16:40;2,9
2325;43;32;23.08.2023 16:52;22,4
2326;57;3;23.08.2023 18:20;19,8
2327;39;40;23.08.2023 18:48;46,2
2328;27;17;23.08.2023 19:24;53,6
2329;42;16;23.08.2023 20:13;51,5
2330;21;40;23.08.2023 22:23;22,2
2331;41;7;23.08.2023 23:33;45,6
2332;45;31;24.08.2023 0:59;24,1
2333;52;39;24.08.2023 2:29;26,7
2334;25;26;24.08.2023 2:48;16,3
2335;35;12;24.08.2023 3:09;27,3
2336;48;41;24.08.2023 5:07;21,9
2337;22;25;24.08.2023 5:29;31,5
2338;54;15;24.08.2023 6:04;3,2
2339;41;37;24.08.2023 8:22;48,7
2340;29;6;24.08.2023 10:38;21,3
2341;16;40;24.08.2023 13:57;35,2
2342;38;41;24.08.2023 19:32;58,9
2343;44;6;24.08.2023 19:49;51,6
2344;44;6;24.08.2023 20:03;18,7
2345;45;29;24.08.2023 20:19;58,9
2346;46;10;25.08.2023 2:14;55,2
2347;2;36;25.08.2023 2:16;35,0
2348;13;4;25.08.2023 7:30;7,8
2349;23;40;25.08.2023 8:14;3,6
2350;7;1;25.08.2023 9:18;11,2
2351;39;33;25.08.2023 9:19;51,7
2352;32;35;25.08.2023 10:25;14,6
2353;7;25;25.08.2023 10:27;35,2
2354;13;2;25.08.2023 11:18;12,3
2355;23;40;25.08.2023 11:39;17,7
2356;63;28;25.08.2023 11:40;41,7
2357;59;4;25.08.2023 12:08;47,4
2358;21;8;25.08.2023 12:39;48,5
2359;30;12;25.08.2023 12:51;34,8
2360;8;40;25.08.2023 13:31;58,4
2361;15;19;25.08.2023 18:37;26,2
2362;56;35;25.08.2023 19:07;10,8
2363;50;4;25.08.2023 19:47;20,4
2364;38;35;25.08.2023 19:53;15,3
2365;60;13;25.08.2023 20:53;24,3
2366;57;18;25.08.2023 21:20;59,2
2367;63;13;25.08.2023 21:58;4,5
2368;30;34;25.08.2023 23:35;52,2
2369;29;6;25.08.2023 23:45;20,5
2370;35;18;26.08.2023 0:58;7,5
2371;5;18;26.08.2023 5:18;27,3
2372;53;14;26.08.2023 6:32;37,2
2373;27;39;26.08.2023 7:06;17,8
2374;18;10;26.08.2023 7:08;7,8
2375;28;19;26.08.2023 7:41;25,9
2376;4;6;26.08.2023 8:16;10,2
2377;28;14;26.08.2023 9:10;44,6
2378;25;23;26.08.2023 11:43;27,5
2379;27;17;26.08.2023 12:16;56,6
2380;23;11;26.08.2023 12:43;25,8
2381;17;6;26.08.2023 13:51;10,7
2382;17;32;26.08.2023 15:57;58,3
2383;29;6;26.08.2023 17:04;33,5
2384;50;4;26.08.2023 19:24;31,3
2385;1;24;26.08.2023 19:32;59,7
2386;14;41;26.08.2023 19:50;58,2
2387;54;8;26.08.2023 21:37;50,7
2388;8;7;26.08.2023 21:47;34,0
2389;25;23;27.08.2023 2:19;40,3
2390;43;6;27.08.2023 7:26;37,3
2391;22;25;27.08.2023 9:26;37,2
2392;29;6;27.08.2023 10:31;24,7
2393;17;32;27.08.2023 11:50;11,0
2394;17;32;27.08.2023 12:01;49,4
2395;54;37;27.08.2023 12:04;18,8
2396;3;32;27.08.2023 13:51;33,5
2397;16;7;27.08.2023 14:31;6,7
2398;23;33;27.08.2023 15:03;2,9
2399;27;4;27.08.2023 15:46;5,1
2400;50;2;27.08.2023 17:13;51,9
2401;43;32;27.08.2023 19:50;12,7
2402;50;17;27.08.2023 20:57;10,3
2403;50;2;27.08.2023 21:36;44,4
2404;57;5;27.08.2023 21:39;21,6
2405;32;38;27.08.2023 23:35;6,9
2406;19;12;28.08.2023 0:32;44,6
2407;27;2;28.08.2023 0:47;3,3
2408;7;1;28.08.2023 2:44;11,8
2409;22;1;28.08.2023 3:04;58,2
2410;40;7;28.08.2023 3:23;58,9
2411;2;3;28.08.2023 11:22;3,1
2412;30;5;28.08.2023 12:37;42,9
2413;23;11;28.08.2023 13:04;31,1
2414;10;24;28.08.2023 14:54;26,9
2415;47;20;28.08.2023 16:36;55,1
2416;49;27;28.08.2023 17:04;40,1
2417;40;11;28.08.2023 18:21;34,4
2418;23;37;28.08.2023 19:06;50,7
2419;10;24;28.08.2023 19:35;53,8
2420;27;39;28.08.2023 20:31;18,0
2421;5;3;28.08.2023 20:54;40,5
2422;26;2;28.08.2023 21:33;29,7
2423;33;2;29.08.2023 0:25;41,3
2424;15;35;29.08.2023 1:54;47,2
2425;54;7;29.08.2023 2:20;32,2
2426;56;10;29.08.2023 2:51;4,9
2427;62;19;29.08.2023 3:29;44,0
2428;17;32;29.08.2023 8:41;9,0
2429;39;40;29.08.2023 9:57;36,2
2430;42;25;29.08.2023 10:19;47,9
2431;52;4;29.08.2023 10:35;26,7
2432;44;32;29.08.2023 10:44;9,7
2433;34;6;29.08.2023 13:23;35,4
2434;43;32;29.08.2023 14:14;18,3
2435;16;8;29.08.2023 15:02;37,9
2436;62;19;29.08.2023 15:21;52,8
2437;60;23;29.08.2023 15:24;51,6
2438;44;6;29.08.2023 15:54;18,0
2439;24;42;29.08.2023 18:01;30,7
2440;23;8;29.08.2023 21:33;58,9
2441;57;12;29.08.2023 22:30;8,5
2442;33;9;29.08.2023 22:32;31,5
2443;2;36;29.08.2023 23:01;57,3
2444;36;32;30.08.2023 1:30;58,4
2445;43;32;30.08.2023 3:13;2,6
2446;42;25;30.08.2023 3:21;52,6
2447;32;10;30.08.2023 3:54;27,7
2448;60;26;30.08.2023 4:21;20,7
2449;63;26;30.08.2023 5:50;53,4
2450;62;21;30.08.2023 6:46;22,0
2451;18;38;30.08.2023 6:48;10,7
2452;62;21;30.08.2023 9:32;21,2
2453;7;1;30.08.2023 10:21;56,5
2454;30;18;30.08.2023 11:43;18,9
2455;39;8;30.08.2023 12:18;37,0
2456;61;9;30.08.2023 12:20;19,8
2457;6;6;30.08.2023 15:49;17,0
2458;49;27;30.08.2023 16:29;42,4
2459;8;15;30.08.2023 17:39;2,5
2460;45;30;30.08.2023 18:25;50,0
2461;7;1;30.08.2023 20:33;10,9
2462;11;40;30.08.2023 22:57;10,6
2463;46;10;31.08.2023 0:43;48,1
2464;2;24;31.08.2023 1:03;31,3
2465;37;35;31.08.2023 1:21;15,2
2466;36;6;31.08.2023 4:51;16,8
2467;49;31;31.08.2023 6:56;4,0
2468;12;20;31.08.2023 7:07;28,8
2469;59;39;31.08.2023 8:38;50,7
2470;56;41;31.08.2023 9:28;9,6
2471;63;23;31.08.2023 10:13;29,9
2472;46;10;31.08.2023 12:49;42,6
2473;62;41;31.08.2023 13:32;55,5
2474;13;9;31.08.2023 13:37;16,8
2475;41;33;31.08.2023 13:55;18,5
2476;38;38;31.08.2023 14:24;26,0
2477;42;16;31.08.2023 15:54;59,7
2478;52;9;31.08.2023 15:59;24,9
2479;26;9;31.08.2023 17:25;49,5
2480;10;5;31.08.2023 19:44;32,9
2481;11;8;31.08.2023 20:11;5,7
2482;54;33;31.08.2023 22:30;47,4
2483;8;15;31.08.2023 22:45;58,5
2484;24;25;31.08.2023 23:07;35,8
2485;30;24;31.08.2023 23:12;46,3
2486;51;8;01.09.2023 2:07;23,8
2487;33;4;01.09.2023 3:51;47,5
2488;34;32;01.09.2023 5:30;20,1
2489;15;10;01.09.2023 6:17;40,0
2490;2;18;01.09.2023 7:35;22,9
2491;43;32;01.09.2023 7:52;57,1
2492;18;41;01.09.2023 8:32;5,7
2493;47;20;01.09.2023 11:04;39,7
2494;12;20;01.09.2023 11:36;46,0
2495;41;40;01.09.2023 11:41;54,7
2496;37;10;01.09.2023 11:55;47,6
2497;56;21;01.09.2023 12:53;53,6
2498;37;19;01.09.2023 13:07;8,8
2499;9;31;01.09.2023 16:33;49,7
2500;63;13;01.09.2023 17:08;18,9
2501;52;4;01.09.2023 22:45;4,6
2502;49;27;02.09.2023 6:11;13,7
2503;23;40;02.09.2023 6:13;11,2
2504;55;27;02.09.2023 7:18;34,3
2505;9;31;02.09.2023 7:22;8,5
2506;55;20;02.09.2023 12:21;54,1
2507;33;4;02.09.2023 15:25;37,8
2508;54;37;02.09.2023 16:09;24,7
2509;50;2;02.09.2023 17:44;8,7
2510;16;40;02.09.2023 18:34;49,2
2511;52;2;02.09.2023 20:59;25,9
2512;31;23;03.09.2023 1:42;44,7
2513;54;37;03.09.2023 2:28;31,1
2514;3;32;03.09.2023 2:54;40,5
2515;38;21;03.09.2023 3:04;1,5
2516;44;6;03.09.2023 7:32;2,1
2517;60;26;03.09.2023 9:48;17,3
2518;43;32;03.09.2023 11:02;28,8
2519;47;20;03.09.2023 11:18;20,2
2520;30;5;03.09.2023 11:26;33,3
2521;45;31;03.09.2023 14:49;12,4
2522;18;19;03.09.2023 16:08;19,9
2523;25;23;03.09.2023 16:46;52,5
2524;27;2;03.09.2023 16:50;48,7
2525;14;35;03.09.2023 18:52;47,4
2526;16;33;04.09.2023 1:10;46,4
2527;11;11;04.09.2023 3:36;54,4
2528;23;11;04.09.2023 3:49;16,1
2529;43;32;04.09.2023 4:04;12,8
2530;5;18;04.09.2023 5:01;4,1
2531;5;24;04.09.2023 12:37;47,5
2532;51;15;04.09.2023 14:39;13,1
2533;42;1;04.09.2023 14:59;38,2
2534;52;39;04.09.2023 16:13;51,2
2535;26;9;04.09.2023 16:28;26,7
2536;24;42;04.09.2023 16:36;58,1
2537;22;42;04.09.2023 19:27;21,9
2538;4;32;04.09.2023 20:31;41,8
2539;22;1;05.09.2023 0:24;46,5
2540;63;28;05.09.2023 1:19;3,0
2541;34;32;05.09.2023 4:34;44,9
2542;48;38;05.09.2023 4:47;24,1
2543;4;6;05.09.2023 5:05;10,1
2544;50;2;05.09.2023 5:52;48,5
2545;50;9;05.09.2023 8:39;23,2
2546;32;35;05.09.2023 9:13;17,5
2547;56;10;05.09.2023 9:24;12,3
2548;4;6;05.09.2023 10:05;42,7
2549;58;2;05.09.2023 10:51;52,3
2550;41;40;05.09.2023 12:41;11,8
2551;12;30;05.09.2023 13:06;29,2
2552;57;5;05.09.2023 17:14;5,5
2553;35;3;05.09.2023 20:19;20,1
2554;7;16;05.09.2023 21:29;1,6
2555;40;15;05.09.2023 23:16;37,7
2556;28;38;06.09.2023 0:10;49,7
2557;31;26;06.09.2023 0:52;35,5
2558;26;9;06.09.2023 1:16;21,8
2559;42;25;06.09.2023 2:03;55,3
2560;61;17;06.09.2023 4:32;19,5
2561;29;6;06.09.2023 4:57;20,2
2562;38;19;06.09.2023 7:48;8,3
2563;38;38;06.09.2023 13:09;52,8
2564;52;17;06.09.2023 13:53;41,2
2565;10;18;06.09.2023 13:59;19,4
2566;6;6;06.09.2023 14:17;53,7
2567;57;5;06.09.2023 14:42;2,2
2568;23;7;06.09.2023 15:24;46,1
2569;60;22;06.09.2023 15:45;25,3
2570;19;5;06.09.2023 16:18;4,3
2571;39;33;06.09.2023 16:28;54,1
2572;18;41;06.09.2023 21:22;20,5
2573;42;42;06.09.2023 21:27;5,2
2574;14;19;06.09.2023 21:47;5,7
2575;4;32;07.09.2023 2:26;15,3
2576;28;38;07.09.2023 3:10;34,1
2577;5;24;07.09.2023 3:21;34,3
2578;49;31;07.09.2023 3:56;27,6
2579;50;39;07.09.2023 4:12;56,2
